plant_id,plant_name,technology,plant_municipality,plant_ort,commissioning_date,grid_connection_level,capacity_mw,capacity_factor,energy_mwh_annual,substation_id,substation_name,distance_m
SEE960925842706,VE-01-35275,Wind,Gerdshagen,Pritzwalk,10/28/2009,Hochspannung,2.0,0.3,5256.0,2150,,6062.212822415776
SEE900375075576,Wismar E (15561348),Wind,Uckerland,Uckerland,12/1/2005,Hochspannung,1.5,0.3,3942.0,3061,Jahnkeshof,1977.3225656877312
SEE932265313048,WEA 11,Wind,Heiligengrabe,Wittstock,6/16/2006,Höchstspannung,2.0,0.3,5256.0,2350,Falkenhagen Nord,12463.72549275434
SEE947518505248,Wismar 3 (15561349),Wind,Uckerland,Uckerland,12/2/2005,Hochspannung,1.5,0.3,3942.0,3061,Jahnkeshof,2210.6694534546014
SEE994251537838,WEA 12,Wind,Heiligengrabe,Wittstock,6/21/2006,Höchstspannung,2.0,0.3,5256.0,2350,Falkenhagen Nord,12475.358227230188
SEE985077850218,Wismar 1 (15561350),Wind,Uckerland,Uckerland,12/1/2005,Hochspannung,1.5,0.3,3942.0,3061,Jahnkeshof,2455.8258898781387
SEE994130933973,WEA 13,Wind,Heiligengrabe,Wittstock,6/19/2006,Höchstspannung,2.0,0.3,5256.0,2350,Falkenhagen Nord,12491.650697855426
SEE969414479935,Wismar D (15561351),Wind,Uckerland,Uckerland,12/1/2005,Hochspannung,1.5,0.3,3942.0,3061,Jahnkeshof,2705.827850189578
SEE957897516353,WEA 14,Wind,Heiligengrabe,Wittstock,6/21/2006,Höchstspannung,2.0,0.3,5256.0,2350,Falkenhagen Nord,12760.338293827783
SEE983235591225,WEA 15,Wind,Heiligengrabe,Wittstock,6/26/2006,Höchstspannung,2.0,0.3,5256.0,2350,Falkenhagen Nord,12874.818332101613
SEE993040532030,WEA 16,Wind,Heiligengrabe,Wittstock,6/28/2006,Höchstspannung,2.0,0.3,5256.0,2350,Falkenhagen Nord,13106.411721434126
SEE911176281417,WEA 17,Wind,Heiligengrabe,Wittstock,6/26/2006,Höchstspannung,2.0,0.3,5256.0,2350,Falkenhagen Nord,12928.837028237216
SEE967866624873,Wulkow-Trebnitz WEA 5,Wind,Neuhardenberg,Neuhardenberg,3/22/2024,Hochspannung,4.2,0.3,11037.6,3381,UW Görlsdorf,2088.057188900989
SEE960099262164,Wulkow-Trebnitz WEA 6,Wind,Neuhardenberg,Neuhardenberg,3/22/2024,Hochspannung,4.2,0.3,11037.6,3381,UW Görlsdorf,1544.0925110055452
SEE907352260055,Wulkow-Trebnitz WEA 7,Wind,Neuhardenberg,Neuhardenberg,3/22/2024,Hochspannung,4.2,0.3,11037.6,3381,UW Görlsdorf,624.981538105143
SEE989922056466,Wulkow-Trebnitz WEA 8,Wind,Neuhardenberg,Neuhardenberg,3/27/2024,Hochspannung,4.2,0.3,11037.6,3381,UW Görlsdorf,1706.8372593227377
SEE967788500644,Wulkow-Trebnitz WEA 9,Wind,Neuhardenberg,Neuhardenberg,3/22/2024,Hochspannung,4.2,0.3,11037.6,3381,UW Görlsdorf,1402.7365352458341
SEE911746090081,VE-02-35276,Wind,Groß Pankow (Prignitz),Groß Pankow,10/28/2009,Hochspannung,2.0,0.3,5256.0,2150,,6236.786856043065
SEE988892376741,PVA Wriezen II,Solare Strahlungsenergie,Wriezen,Wriezen,1/1/2019,Hochspannung,0.31053,0.12,326.42913599999997,1713,Wriezen Höhe,419.61352152791335
SEE931860947429,G1 Gollmitz 1,Wind,Nordwestuckermark,Nordwestuckermark,3/6/2009,Hochspannung,2.5,0.3,6570.0,2690,UW Gollmitz,1408.861571422455
SEE965406973955,G2 Gollmitz 2,Wind,Nordwestuckermark,Nordwestuckermark,4/27/2009,Hochspannung,2.5,0.3,6570.0,2690,UW Gollmitz,826.6169192593424
SEE905484873075,G3 Gollmitz 3,Wind,Nordwestuckermark,Nordwestuckermark,4/22/2009,Hochspannung,2.5,0.3,6570.0,2690,UW Gollmitz,1025.1869939191665
SEE992981190170,G4 Gollmitz 4,Wind,Nordwestuckermark,Nordwestuckermark,7/14/2009,Hochspannung,2.5,0.3,6570.0,2690,UW Gollmitz,485.381815262548
SEE935147359615,WP Gollmitz,Wind,Nordwestuckermark,Nordwestuckermark,7/3/2009,Hochspannung,2.5,0.3,6570.0,3043,Wilhelmshof,1082.1904361130469
SEE965079884817,E 781751-07,Wind,Niederer Fläming,Waltersdorf,12/21/2007,Hochspannung,2.0,0.3,5256.0,313,,4643.2824475844645
SEE973701720341,E 781752-06,Wind,Niederer Fläming,Waltersdorf,12/21/2007,Hochspannung,2.0,0.3,5256.0,313,,4979.334898358173
SEE994095595551,E 82560-01,Wind,Niederer Fläming,Waltersdorf,12/31/2007,Hochspannung,2.0,0.3,5256.0,2039,,4431.897646176341
SEE969154217002,E 82561-02,Wind,Niederer Fläming,Waltersdorf,2/7/2008,Hochspannung,2.0,0.3,5256.0,2039,,4627.247387526633
SEE999152599435,E 82562-03,Wind,Niederer Fläming,Waltersdorf,2/5/2008,Hochspannung,2.0,0.3,5256.0,2039,,4841.563655626501
SEE940138732087,E 82563-04,Wind,Niederer Fläming,Waltersdorf,1/24/2008,Hochspannung,2.0,0.3,5256.0,2039,,4925.672978066265
SEE907588268832,E 82564-05,Wind,Niederer Fläming,Waltersdorf,12/31/2007,Hochspannung,2.0,0.3,5256.0,2039,,5173.136822635656
SEE918418866920,826071,Wind,Temnitztal,Wildberg,12/4/2014,Hochspannung,2.3,0.3,6044.4,2171,,5564.8169323289085
SEE952639322230,E 821761-02,Wind,Jüterbog,Jüterbog,10/15/2009,Hochspannung,2.0,0.3,5256.0,1313,,1353.9647681112176
SEE945921014777,E 821760-01,Wind,Jüterbog,Jüterbog,11/13/2009,Hochspannung,2.0,0.3,5256.0,1313,,1448.7795468304448
SEE909223728831,WEA Werbig 15-82092,Wind,Niederer Fläming,Niederer Fläming,12/30/2006,Höchstspannung,2.0,0.3,5256.0,1313,,1825.7687609791487
SEE991039401800,WEA Werbig 10-781149,Wind,Niederer Fläming,Niederer Fläming,12/28/2006,Höchstspannung,2.0,0.3,5256.0,2560,,1796.8976512724614
SEE905302070655,PV - Anlage,Solare Strahlungsenergie,Pritzwalk,Putlitz,1/31/2015,Höchstspannung,6.3,0.12,6622.5599999999995,2394,,102.6244622744751
SEE992711661567,WKA Wittstock 1 - 70044-03,Wind,Nordwestuckermark,Nordwestuckermark,12/21/2001,Hochspannung,1.5,0.3,3942.0,1305,Wolfshagen Dorf,6397.2316212793585
SEE933493690345,WEA MM5,Wind,Schenkenberg,Schenkenberg,3/20/2023,Höchstspannung,5.56,0.3,14611.679999999998,2663,Uckerthal,696.6353326419477
SEE925697125334,Herzberg KAN139557,Solare Strahlungsenergie,Herzberg (Elster),Herzberg,12/28/2010,Hochspannung,1.6,0.12,1681.9199999999998,1995,Transformatorenturmstation Muehlberg a. d. Elbe,6766.471257553271
SEE989275261388,Herzberg KAN166101,Solare Strahlungsenergie,Herzberg (Elster),Herzberg,12/21/2010,Hochspannung,0.63,0.12,662.256,1995,Transformatorenturmstation Muehlberg a. d. Elbe,6766.471257553271
SEE992387699970,Herzberg KAN166588,Solare Strahlungsenergie,Herzberg (Elster),Herzberg,12/21/2010,Hochspannung,1.26,0.12,1324.512,1995,Transformatorenturmstation Muehlberg a. d. Elbe,6766.471257553271
SEE983273593649,Herzberg KAN166608,Solare Strahlungsenergie,Herzberg (Elster),Herzberg,12/27/2010,Hochspannung,1.6,0.12,1681.9199999999998,1995,Transformatorenturmstation Muehlberg a. d. Elbe,6766.471257553271
SEE926382039561,Herzberg KAN166609,Solare Strahlungsenergie,Herzberg (Elster),Herzberg,12/28/2010,Hochspannung,1.26,0.12,1324.512,1995,Transformatorenturmstation Muehlberg a. d. Elbe,6766.471257553271
SEE978979955280,Herzberg KAN166586,Solare Strahlungsenergie,Herzberg (Elster),Herzberg,12/21/2010,Hochspannung,1.6,0.12,1681.9199999999998,1995,Transformatorenturmstation Muehlberg a. d. Elbe,6766.471257553271
SEE919470993463,Herzberg KAN166611,Solare Strahlungsenergie,Herzberg (Elster),Herzberg,12/30/2010,Hochspannung,1.6,0.12,1681.9199999999998,1995,Transformatorenturmstation Muehlberg a. d. Elbe,6766.471257553271
SEE919768189073,Herzberg KAN166107,Solare Strahlungsenergie,Herzberg (Elster),Herzberg,12/27/2010,Hochspannung,0.8,0.12,840.9599999999999,1995,Transformatorenturmstation Muehlberg a. d. Elbe,6766.471257553271
SEE910632627363,Herzberg KAN166119,Solare Strahlungsenergie,Herzberg (Elster),Herzberg,12/28/2010,Hochspannung,1.6,0.12,1681.9199999999998,1995,Transformatorenturmstation Muehlberg a. d. Elbe,6766.471257553271
SEE963661361678,Herzberg KAN166610,Solare Strahlungsenergie,Herzberg (Elster),Herzberg,12/28/2010,Hochspannung,0.8,0.12,840.9599999999999,1995,Transformatorenturmstation Muehlberg a. d. Elbe,6766.471257553271
SEE998059146230,Herzberg KAN166120,Solare Strahlungsenergie,Herzberg (Elster),Herzberg,12/30/2010,Hochspannung,1.6,0.12,1681.9199999999998,1995,Transformatorenturmstation Muehlberg a. d. Elbe,6766.471257553271
SEE909095003593,VE 05 - 205054,Wind,Beiersdorf-Freudenberg,Beiersdorf-Freudenberg,9/23/2014,Hochspannung,2.0,0.3,5256.0,1697,Gratze,6867.746871827026
SEE900202351019,Neuhausen-Süd,Solare Strahlungsenergie,Neuhausen/Spree,Neuhausen,12/30/2011,Hochspannung,9.9,0.12,10406.88,1560,,1726.625502904904
SEE906870021728,V-18864,Wind,Gerdshagen,Pritzwalk,10/15/2004,Höchstspannung,2.0,0.3,5256.0,107,,2802.8598330933232
SEE937837823185,Skadow,Solare Strahlungsenergie,Groß Schacksdorf-Simmersdorf,Neiße-Malxetal,9/30/2012,Hochspannung,5.13,0.12,5392.655999999999,3219,,2906.2309205895017
SEE900463693187,22791,Wind,Gerdshagen,Gerdshagen,12/16/2005,Höchstspannung,2.0,0.3,5256.0,2350,Falkenhagen Nord,4389.178198204945
SEE911324943570,Solar Meuro I,Solare Strahlungsenergie,Senftenberg,Brieske,7/26/2011,Hochspannung,15.432,0.12,16222.1184,3065,,936.855246251212
SEE985766173758,Meuro 2-1,Solare Strahlungsenergie,Senftenberg,Brieske,8/8/2011,Hochspannung,5.7956,0.12,6092.334720000001,3065,,1529.6063697587529
SEE963492993239,Schipkau 1-1,Solare Strahlungsenergie,Senftenberg,Brieske,8/30/2011,Hochspannung,11.322,0.12,11901.686399999999,3065,,1002.4338387988751
SEE925473446554,Schipkau 1-2,Solare Strahlungsenergie,Senftenberg,Brieske,8/10/2011,Hochspannung,1.6344,0.12,1718.08128,3065,,1002.4338387988751
SEE953593699697,Meuro 2-2,Solare Strahlungsenergie,Senftenberg,Brieske,8/30/2011,Hochspannung,11.5364,0.12,12127.06368,3065,,1529.6063697587529
SEE978500320402,Schipkau 2,Solare Strahlungsenergie,Schipkau,Meuro,7/26/2011,Hochspannung,16.188,0.12,17016.825599999996,3065,,1509.0572571819587
SEE954129562447,WKA Gantikow 19 16521,Wind,Kyritz,Kyritz,12/27/2001,Hochspannung,1.0,0.3,2628.0,2243,,1623.834436058995
SEE986764343167,WKA Gantikow 9 16525,Wind,Kyritz,Kyritz,12/27/2001,Hochspannung,1.0,0.3,2628.0,2243,,1289.7031872379496
SEE952233833699,WKA Wittstock Jabel 14199,Wind,Wittstock/Dosse,Wittstock,11/27/2001,Hochspannung,0.85,0.3,2233.7999999999997,2522,,2376.63112793924
SEE932591034143,Wittstock II - 70042-02,Wind,Nordwestuckermark,Nordwestuckermark,12/22/2001,Hochspannung,1.5,0.3,3942.0,1295,,6163.455111090493
SEE918061637755,E 53 Tornow,Wind,Göritz,Göritz,1/28/2013,Höchstspannung,0.8,0.3,2102.4,2664,Karlshof,614.3434221597334
SEE961737054486,15408,Wind,Bliesdorf,Bliesdorf,12/28/2004,Hochspannung,0.85,0.3,2233.7999999999997,1711,Bliesdorf,849.3175959184556
SEE982736696446,Wismar B (15561353),Wind,Uckerland,Uckerland,12/7/2005,Hochspannung,1.5,0.3,3942.0,3061,Jahnkeshof,3087.0855746686243
SEE948760163125,Wismar C (15561352),Wind,Uckerland,Uckerland,12/7/2005,Hochspannung,1.5,0.3,3942.0,3061,Jahnkeshof,3133.8674697447345
SEE928521406104,Groß Warnow II - 549,Wind,Karstädt,Karstädt,12/27/2007,Hochspannung,1.5,0.3,3942.0,2238,,2030.8668082163656
SEE964948239086,E 53 Wilhelmshof,Wind,Nordwestuckermark,Nordwestuckermark,12/28/2012,Hochspannung,0.8,0.3,2102.4,286,,1309.1194827784468
SEE900987259180,V 209909,Wind,Uebigau-Wahrenbrück,Kauxdorf,12/23/2015,Hochspannung,3.45,0.3,9066.6,2448,,827.9140492224451
SEE941166488670,WEA Trebitz 4,Wind,Lieberose,Lieberose,1/10/2024,Hochspannung,6.8,0.3,17870.399999999998,1965,,1360.1194551414903
SEE993468242528,Gerdshagen 3,Wind,Gerdshagen,Gerdshagen,12/28/2005,Höchstspannung,2.0,0.3,5256.0,2350,Falkenhagen Nord,3952.1969943209983
SEE909491500979,UKA1,Wind,Luckau,Luckau,12/8/2015,Hochspannung,2.78,0.3,7305.839999999999,2017,,2654.5182425014123
SEE997426825266,UKA2,Wind,Luckau,Luckau,11/30/2015,Hochspannung,2.78,0.3,7305.839999999999,2017,,1934.6506047755324
SEE993411655993,UKA3,Wind,Luckau,Luckau,12/3/2015,Hochspannung,2.78,0.3,7305.839999999999,2016,,2156.3909984797465
SEE978565005269,UKA 4,Wind,Luckau,Luckau,11/30/2015,Hochspannung,2.78,0.3,7305.839999999999,2016,,1954.7939562262538
SEE969112523954,UKA5,Wind,Luckau,Luckau,11/28/2015,Hochspannung,2.78,0.3,7305.839999999999,2016,,2439.8059135930944
SEE911610778848,WEA 12,Wind,Friedland,Friedland,3/31/2006,Hochspannung,2.0,0.3,5256.0,1965,,4362.188413145922
SEE919962397236,WEA 213553,Wind,Bad Liebenwerda,Möglenz,11/1/2016,Hochspannung,3.45,0.3,9066.6,2448,,4408.595333520932
SEE974140420953,TW Wf. Grünberg G2,Wind,Brüssow,Brüssow,3/18/2011,Höchstspannung,2.3,0.3,6044.4,288,,2191.90639043726
SEE952893539740,TW Wf. Neuenfeld W9,Wind,Schönfeld,Schönfeld,3/30/2011,Höchstspannung,2.3,0.3,6044.4,3403,,5512.401197169584
SEE947947606172,WEA 210361,Wind,Bad Liebenwerda,Möglenz,3/15/2016,Hochspannung,3.45,0.3,9066.6,1996,,4794.559260963027
SEE962860239924,WEA 202946,Wind,Mühlberg/Elbe,Mühlberg,3/28/2014,Hochspannung,3.075,0.3,8081.099999999999,1996,,4251.711107671393
SEE985804758510,WEA 202947,Wind,Mühlberg/Elbe,Mühlberg,3/28/2014,Hochspannung,3.075,0.3,8081.099999999999,1996,,4516.979564285452
SEE947269487930,WEA 202948,Wind,Mühlberg/Elbe,Mühlberg,3/28/2014,Hochspannung,3.075,0.3,8081.099999999999,1996,,4168.183106968176
SEE981518289043,WEA 13,Wind,Friedland,Friedland,3/31/2006,Hochspannung,2.0,0.3,5256.0,1965,,4071.291099850834
SEE965640186944,WEA 2,Wind,Friedland,Friedland,12/27/2005,Hochspannung,2.0,0.3,5256.0,1965,,4124.271017561797
SEE989072469390,WEA 4,Wind,Lieberose,Lieberose,12/28/2004,Hochspannung,2.0,0.3,5256.0,1965,,2722.6978926760453
SEE918654936906,WEA 8,Wind,Lieberose,Lieberose,2/7/2005,Hochspannung,2.0,0.3,5256.0,1965,,1775.0789888620297
SEE991679343485,NM 65771-07,Wind,Kyritz,Kyritz,11/15/2001,Hochspannung,1.0,0.3,2628.0,2243,,1741.7745030330263
SEE960921230408,WEA 6,Wind,Lieberose,Lieberose,12/23/2004,Hochspannung,2.0,0.3,5256.0,1965,,2563.844779691509
SEE920996044362,NM 65772-13,Wind,Kyritz,Kyritz,11/20/2001,Hochspannung,1.0,0.3,2628.0,2243,,3085.101167998958
SEE979202557332,NM 65773-08,Wind,Kyritz,Kyritz,11/19/2001,Hochspannung,1.0,0.3,2628.0,2243,,1513.5934418858394
SEE991596389870,NM 66005-24,Wind,Kyritz,Kyritz,12/6/2001,Hochspannung,1.0,0.3,2628.0,2243,,2111.969191530519
SEE950637781417,NM 66307-14,Wind,Kyritz,Kyritz,11/20/2001,Hochspannung,1.0,0.3,2628.0,2243,,2801.316309392302
SEE978019285414,NM 66468-15,Wind,Kyritz,Kyritz,11/21/2001,Hochspannung,1.0,0.3,2628.0,2243,,2539.307177649092
SEE920955565198,NM 66471-20,Wind,Kyritz,Kyritz,12/6/2001,Hochspannung,1.0,0.3,2628.0,2243,,1370.817843206118
SEE966721870189,NM 66526-17,Wind,Kyritz,Kyritz,12/8/2001,Hochspannung,1.0,0.3,2628.0,2243,,2008.945240235829
SEE948224047909,NM 66528-18,Wind,Kyritz,Kyritz,12/10/2001,Hochspannung,1.0,0.3,2628.0,2243,,1760.4673178960534
SEE946321279186,NM 66544-21,Wind,Kyritz,Kyritz,11/20/2001,Hochspannung,1.0,0.3,2628.0,2243,,2703.1036864939997
SEE921916612906,BERT 01,Wind,Uckerfelde,Uckerfelde,1/19/2024,Hochspannung,5.6,0.3,14716.8,3277,Umspannwerk Bertikow,1126.2895328226762
SEE929029182835,BERT 02,Wind,Uckerfelde,Uckerfelde,1/20/2024,Hochspannung,5.6,0.3,14716.8,3277,Umspannwerk Bertikow,763.5901437155011
SEE986314824429,BERT 03,Wind,Uckerfelde,Uckerfelde,1/16/2024,Hochspannung,5.6,0.3,14716.8,1389,Umspannwerk Bertikow,787.6633013072665
SEE917928566696,BERT 04,Wind,Uckerfelde,Uckerfelde,1/20/2024,Hochspannung,5.6,0.3,14716.8,3277,Umspannwerk Bertikow,443.5637491746508
SEE914715443994,WEA6-826073,Wind,Temnitztal,Wildberg,12/12/2014,Hochspannung,2.3,0.3,6044.4,2171,,5638.626886548546
SEE967081040175,TW Wf. Tornow 4,Wind,Göritz,Göritz,7/15/2009,Höchstspannung,2.0,0.3,5256.0,2663,Uckerthal,1026.6034581469053
SEE924231984765,VE-05-20112,Wind,Lieberose,Lieberose,12/18/2004,Hochspannung,2.0,0.3,5256.0,1965,,2668.3493165750338
SEE996176565712,VE-03-20113,Wind,Lieberose,Lieberose,12/18/2004,Hochspannung,2.0,0.3,5256.0,2370,,2688.901398211087
SEE979049025988,VE-01-20115,Wind,Lieberose,Lieberose,12/18/2004,Hochspannung,2.0,0.3,5256.0,1965,,3074.3223310182584
SEE998832637603,VE-10-20117,Wind,Lieberose,Lieberose,12/31/2004,Hochspannung,2.0,0.3,5256.0,1965,,2330.857836663935
SEE954482942023,WEA SD L2,Wind,Casekow,Casekow,10/28/2015,Hochspannung,3.075,0.3,8081.099999999999,1882,,5787.46072847835
SEE953915610485,VE-07-20119,Wind,Lieberose,Lieberose,12/29/2004,Hochspannung,2.0,0.3,5256.0,1965,,2204.681064604876
SEE906825710769,VE-09-20121,Wind,Lieberose,Lieberose,12/31/2004,Hochspannung,2.0,0.3,5256.0,1965,,2069.937567703693
SEE962014885519,VE-09-22955,Wind,Friedland,Friedland,12/20/2005,Hochspannung,2.0,0.3,5256.0,2291,,4584.306303063681
SEE920925776302,TW Wf. Schönfeld II D1,Wind,Tantow,Tantow,3/13/2006,Höchstspannung,2.0,0.3,5256.0,2683,Umspannwerk Tantow,3826.6133347722866
SEE922677887053,TW Wf. Schönfeld II D2,Wind,Tantow,Tantow,3/24/2006,Höchstspannung,2.0,0.3,5256.0,2683,Umspannwerk Tantow,3946.0828011958456
SEE902661856647,VE-08-22956,Wind,Friedland,Friedland,12/24/2005,Hochspannung,2.0,0.3,5256.0,1965,,4917.56314125495
SEE962794468469,VE-03-22957,Wind,Friedland,Friedland,12/30/2005,Hochspannung,2.0,0.3,5256.0,1965,,4075.7380612873603
SEE953237788428,VE-10-22958,Wind,Friedland,Friedland,12/30/2005,Hochspannung,2.0,0.3,5256.0,2291,,4719.061694188117
SEE946567243866,VE-07-22959,Wind,Friedland,Friedland,12/22/2005,Hochspannung,2.0,0.3,5256.0,1965,,4649.466733066266
SEE923284267887,VE-01-22963,Wind,Friedland,Friedland,12/29/2005,Hochspannung,2.0,0.3,5256.0,1965,,4229.498142145607
SEE908820752065,VE-06-22964,Wind,Friedland,Friedland,12/22/2005,Hochspannung,2.0,0.3,5256.0,1965,,4619.778212441264
SEE980467183860,VE-11-22967,Wind,Friedland,Friedland,4/13/2006,Hochspannung,2.0,0.3,5256.0,1965,,4905.146006179474
SEE908383064193,WEA SD R4,Wind,Casekow,Casekow,11/11/2015,Hochspannung,3.075,0.3,8081.099999999999,1882,,7090.640847270339
SEE952813328546,WP Jännersdorf - J2,Wind,Pritzwalk,Putlitz,3/8/2018,Hochspannung,3.45,0.3,9066.6,2226,,4039.8418373732607
SEE988197382447,WP Jännersdorf - J3,Wind,Pritzwalk,Putlitz,3/8/2018,Hochspannung,3.45,0.3,9066.6,2226,,3628.570962544598
SEE971536686320,WP Jännersdorf - J4,Wind,Pritzwalk,Putlitz,3/9/2018,Hochspannung,3.45,0.3,9066.6,2226,,5062.062193237868
SEE965211791829,WP Jännersdorf - J5,Wind,Pritzwalk,Putlitz,3/26/2018,Hochspannung,3.45,0.3,9066.6,2395,,5894.773089922882
SEE909804603656,WEA 04,Wind,Prenzlau,Prenzlau,3/26/2021,Hochspannung,5.6,0.3,14716.8,1111,Bandelow Dorf I,2024.0995024705092
SEE904220184291,NM 66352-12,Wind,Kyritz,Kyritz,11/21/2001,Hochspannung,1.0,0.3,2628.0,2243,,761.8176654978912
SEE957265039507,NM 66350-11,Wind,Kyritz,Kyritz,11/21/2001,Hochspannung,1.0,0.3,2628.0,2243,,915.0469237513637
SEE932648840185,D 04,Wind,Prenzlau,Prenzlau,4/26/1994,Hochspannung,0.5,0.3,1314.0,1466,Dauer,1727.4373506732084
SEE987409047877,TA GE Wind E92,Wind,Prenzlau,Prenzlau,6/28/2017,Hochspannung,2.35,0.3,6175.8,1436,Güstow,1149.5985122677755
SEE932801773435,Solarpark Frauendorf - Nachbau,Solare Strahlungsenergie,Cottbus,Neuhausen,2/8/2021,Hochspannung,1.5,0.12,1576.8,120,Gallinchen GG 4.2.,2044.3314339036965
SEE912677315885,Solarpark Sergen - Nachbau,Solare Strahlungsenergie,Neuhausen/Spree,Neuhausen,2/8/2021,Hochspannung,1.74,0.12,1829.088,3162,,1338.941576470562
SEE958683033184,G1 / 90395,Wind,Prenzlau,Prenzlau,3/10/2023,Hochspannung,5.7,0.3,14979.599999999999,1436,Güstow,168.30817330539415
SEE996993180778,G2 / 90396,Wind,Prenzlau,Prenzlau,3/13/2023,Hochspannung,5.7,0.3,14979.599999999999,1436,Güstow,816.5797004553914
SEE906222581894,Barbassee,Wind,Märkische Heide,Märkische Heide,12/22/2022,Hochspannung,3.6,0.3,9460.8,1716,,2182.5957364655483
SEE988150521036,Windkra Malterhausen,Wind,Niedergörsdorf,Niedergörsdorf,12/28/2001,Hochspannung,0.6,0.3,1576.8,158,TrSt Dorfstraße,1657.4478028476226
SEE924910324431,E2 Eisenbahn Stettin 2,Wind,Gartz (Oder),Mescherin,3/17/2023,Hochspannung,3.45,0.3,9066.6,3408,,2184.3434172974653
SEE961212532812,Z3 Zum Schulzenpfuhl 3,Wind,Tantow,Tantow,8/23/2022,Höchstspannung,3.6,0.3,9460.8,2683,Umspannwerk Tantow,6194.373731620895
SEE953839966637,G6 / 90391,Wind,Prenzlau,Prenzlau,3/10/2023,Hochspannung,5.7,0.3,14979.599999999999,3043,Wilhelmshof,449.1824389425831
SEE943065815854,G9 / 90393,Wind,Prenzlau,Prenzlau,2/28/2023,Hochspannung,5.7,0.3,14979.599999999999,3043,Wilhelmshof,854.8090545728896
SEE989101455707,G10 / 90394,Wind,Prenzlau,Prenzlau,2/20/2023,Hochspannung,5.7,0.3,14979.599999999999,3043,Wilhelmshof,1172.6976884076669
SEE966416989851,G11 / 90392,Wind,Prenzlau,Prenzlau,1/24/2023,Hochspannung,5.7,0.3,14979.599999999999,3043,Wilhelmshof,1420.5998475827444
SEE989967764258,GRAM 02,Wind,Gramzow,Gramzow,9/30/2024,Hochspannung,5.6,0.3,14716.8,3277,Umspannwerk Bertikow,3983.6295834140356
SEE916669772892,GRAM 03,Wind,Uckerfelde,Uckerfelde,10/7/2024,Hochspannung,5.6,0.3,14716.8,3277,Umspannwerk Bertikow,3749.472842949695
SEE953468609424,GRAM 04,Wind,Gramzow,Gramzow,9/26/2024,Hochspannung,5.6,0.3,14716.8,3277,Umspannwerk Bertikow,4115.617736051962
SEE950256034611,DE41.002 Solarpark Bliesdorf T2,Solare Strahlungsenergie,Bliesdorf,Bliesdorf,5/2/2017,Hochspannung,1.44,0.12,1513.7279999999998,1711,Bliesdorf,1836.332552085481
SEE943503120373,WEA Ihlow 16,Wind,Dahme/Mark,Ihlow,12/22/2023,Hochspannung,5.7,0.3,14979.599999999999,3440,,4698.629342189677
SEE986307979259,WEA Ihlow 19,Wind,Dahme/Mark,Ihlow,1/30/2024,Hochspannung,5.7,0.3,14979.599999999999,3440,,4325.434968580857
SEE935953001197,WEA Ihlow 20,Wind,Dahme/Mark,Ihlow,12/22/2023,Hochspannung,5.7,0.3,14979.599999999999,3440,,4655.737082186153
SEE936486808840,WEA 05,Wind,Uckerland,Uckerland,1/30/2023,Hochspannung,5.6,0.3,14716.8,285,,1771.226801235355
SEE944436921907,V243425,Wind,Prenzlau,Prenzlau,12/14/2022,Hochspannung,4.2,0.3,11037.6,3028,,1216.2907602307564
SEE948197369923,V243424,Wind,Prenzlau,Prenzlau,2/27/2024,Hochspannung,6.0,0.3,15768.0,3028,,1706.4438630110149
SEE940626705944,PVA Nauen I,Solare Strahlungsenergie,Nauen,Nauen,4/30/2021,Hochspannung,8.89,0.12,9345.168000000001,1567,Neukammer,3861.01597096429
SEE967867100772,WEA Ihlow 1,Wind,Dahme/Mark,Ihlow,10/28/2023,Hochspannung,5.7,0.3,14979.599999999999,2039,,4891.203570389985
SEE984986736903,PVA Laubsdorf,Solare Strahlungsenergie,Neuhausen/Spree,Neuhausen,7/9/2021,Hochspannung,16.835,0.12,17696.952,2130,Umspannwerk Roggosen,1147.4196399975997
SEE911082019319,Solarkraftwerk Reckahn I GmbH & Co. KG (Ost),Solare Strahlungsenergie,Kloster Lehnin,Kloster Lehnin,9/28/2010,Hochspannung,9.35,0.12,9828.72,1764,Reckahn,99.54731200830932
SEE954797137671,WEA 2 / 55219173,Wind,Karstädt,Karstädt,8/2/2023,Hochspannung,5.5,0.3,14454.0,3356,,507.6265710876685
SEE996866795054,WEA 4 / 55219175,Wind,Perleberg,Perleberg,7/13/2023,Hochspannung,5.5,0.3,14454.0,3356,,11.650254865771652
SEE991276972590,WEA 5 / 55219176,Wind,Perleberg,Perleberg,7/13/2023,Hochspannung,5.5,0.3,14454.0,3356,,646.5069687055085
SEE923677706184,WEA Waltersdorf 7,Wind,Niederer Fläming,Niederer Fläming,10/21/2025,Hochspannung,6.8,0.3,17870.399999999998,2039,,4255.764210540555
SEE963359155114,Windpark Am Hirschberg WEA 5,Wind,Jacobsdorf,Jacobsdorf,9/15/2023,Hochspannung,5.6,0.3,14716.8,2781,Petersdorf,778.8150636545215
SEE964656059532,Windpark Am Hirschberg WEA 6,Wind,Jacobsdorf,Jacobsdorf,9/7/2023,Hochspannung,5.6,0.3,14716.8,2781,Petersdorf,1080.480022666192
SEE976285128640,Odervorland Erweiterung WEA 07,Wind,Jacobsdorf,Jacobsdorf,9/15/2023,Hochspannung,5.6,0.3,14716.8,2781,Petersdorf,1136.348627758738
