plant_id,plant_name,technology,plant_municipality,plant_ort,commissioning_date,grid_connection_level,capacity_mw,capacity_factor,energy_mwh_annual,substation_id,substation_name,distance_m
SEE942354822535,NX 85501-06,Wind,Gumtow,Gumtow,9/28/2017,Hochspannung,2.4,0.3,6307.2,2243,,2410.086198705401
SEE975427932893,PVA Cahnsdorf BA2A 750 KWp,Solare Strahlungsenergie,Luckau,Luckau,1/3/2018,Hochspannung,0.66,0.12,693.792,2016,,2424.212259913475
SEE991678444480,Frehne REpower 750 kw,Wind,Marienfließ,Marienfließ,12/30/2002,Hochspannung,0.6,0.3,1576.8,1289,,2975.041133694938
SEE977931002413,DE41.004 Solarpark Kunersdorf,Solare Strahlungsenergie,Bliesdorf,Bliesdorf,2/8/2017,Hochspannung,1.206,0.12,1267.7471999999998,3424,,739.9413565046812
SEE963714653613,DE41.005 Solarpark Möglin,Solare Strahlungsenergie,Reichenow-Möglin,Reichenow-Möglin,2/2/2017,Hochspannung,1.7487000000000001,0.12,1838.23344,3424,,3594.599388886203
SEE968048596001,DE41.006 Solarpark Marienberg I,Solare Strahlungsenergie,Wriezen,Wriezen,5/2/2017,Hochspannung,0.603,0.12,633.8735999999999,3424,,4777.940396918181
SEE961519449240,DE41.006 Solarpark Marienberg II,Solare Strahlungsenergie,Wriezen,Wriezen,6/6/2018,Hochspannung,0.3618,0.12,380.32416,3424,,4749.51854326918
SEE927160692664,eno126010 - WEA3,Wind,Nordwestuckermark,Nordwestuckermark,12/22/2017,Hochspannung,4.0,0.3,10512.0,2690,UW Gollmitz,926.5832958897188
SEE999904667498,DE49.004 Herzhorn BA1,Solare Strahlungsenergie,Reichenow-Möglin,Reichenow-Möglin,1/14/2019,Hochspannung,0.54,0.12,567.648,2520,Umspannwerk Ihlow,5782.733686469469
SEE943463193158,eno126011 - WEA1,Wind,Nordwestuckermark,Nordwestuckermark,12/22/2017,Hochspannung,4.0,0.3,10512.0,2690,UW Gollmitz,1389.0012412903918
SEE962032149693,DE49.004 Herzhorn BA2,Solare Strahlungsenergie,Reichenow-Möglin,Reichenow-Möglin,1/22/2019,Hochspannung,2.5929,0.12,2725.65648,2520,Umspannwerk Ihlow,5783.68788912712
SEE967110628695,eno126012 - WEA2,Wind,Nordwestuckermark,Nordwestuckermark,3/29/2018,Hochspannung,4.0,0.3,10512.0,2690,UW Gollmitz,912.1242441371911
SEE956554329107,DE49.002 Kunersdorf 2 BA I,Solare Strahlungsenergie,Bliesdorf,Bliesdorf,6/15/2018,Hochspannung,0.54,0.12,567.648,3424,,622.7083565088075
SEE940672543453,DE49.002 Kunersdorf 2 BA II,Solare Strahlungsenergie,Bliesdorf,Bliesdorf,8/22/2018,Hochspannung,1.2,0.12,1261.44,3424,,636.2648943357365
SEE908274809704,eno126013 - WEA5,Wind,Nordwestuckermark,Nordwestuckermark,4/27/2018,Hochspannung,4.0,0.3,10512.0,2690,UW Gollmitz,286.7542704559435
SEE971863655501,DE49.003 Frankenfelde BA I,Solare Strahlungsenergie,Reichenow-Möglin,Reichenow-Möglin,4/12/2018,Hochspannung,0.6,0.12,630.72,2520,Umspannwerk Ihlow,6813.2038928359125
SEE974725664215,eno126014 - WEA4,Wind,Nordwestuckermark,Nordwestuckermark,6/22/2018,Hochspannung,4.0,0.3,10512.0,2690,UW Gollmitz,606.2933131710405
SEE999245695310,DE49.003 Frankenfelde BA II,Solare Strahlungsenergie,Reichenow-Möglin,Reichenow-Möglin,8/27/2018,Hochspannung,6.36,0.12,6685.6320000000005,2520,Umspannwerk Ihlow,6751.398965089339
SEE984104344720,Beeskow-Hufenfeld 13506,Wind,Rietz-Neuendorf,Rietz-Neuendorf,3/26/2003,Hochspannung,2.0,0.3,5256.0,1518,Beeskow,601.8990856171143
SEE915910013586,SNM WEA02,Wind,Nordwestuckermark,Nordwestuckermark,9/30/2016,Hochspannung,3.45,0.3,9066.6,2690,UW Gollmitz,1453.1307192656373
SEE972204801090,SNM WEA04,Wind,Nordwestuckermark,Nordwestuckermark,11/4/2016,Hochspannung,3.45,0.3,9066.6,2690,UW Gollmitz,1713.40017180465
SEE907499308047,SNM WEA05,Wind,Nordwestuckermark,Nordwestuckermark,12/12/2016,Hochspannung,3.45,0.3,9066.6,2690,UW Gollmitz,1257.443657318193
SEE902178465004,WEA 02,Wind,Prenzlau,Prenzlau,3/26/2018,Hochspannung,3.45,0.3,9066.6,1111,Bandelow Dorf I,2054.5404817010453
SEE928697831229,Tantow WEA 1,Wind,Tantow,Tantow,12/23/2021,Hochspannung,3.6,0.3,9460.8,2683,Umspannwerk Tantow,1592.9187082452836
SEE981028892092,Tantow WEA 2,Wind,Tantow,Tantow,12/21/2021,Hochspannung,3.6,0.3,9460.8,2683,Umspannwerk Tantow,1407.4145037588694
SEE950661423079,Tantow WEA 3,Wind,Tantow,Tantow,1/27/2022,Hochspannung,3.6,0.3,9460.8,2683,Umspannwerk Tantow,1621.2875992249844
SEE958993054329,DE49.005 Wriezen BA I,Solare Strahlungsenergie,Wriezen,Wriezen,1/28/2019,Hochspannung,0.603,0.12,633.8735999999999,1713,Wriezen Höhe,1271.2862128121005
SEE960008225969,CEE Windpark WölsickendorfGmbH & Co.KG WEA 04,Wind,Falkenberg,Falkenberg,1/3/2020,Hochspannung,4.2,0.3,11037.6,3284,TS Dannenberg Bodenseichen,3509.2415691744677
SEE978459819026,WP Großrössen II WEA 3 1380305,Wind,Falkenberg/Elster,Großrössen,10/28/2020,Hochspannung,3.5,0.3,9198.0,3382,Umspannwerk Großrössen,931.9732477790499
SEE902647945990,WP Großrössen II WEA 4 - 1380306,Wind,Falkenberg/Elster,Beyern,10/27/2020,Hochspannung,3.5,0.3,9198.0,3382,Umspannwerk Großrössen,1095.562206722674
SEE976755094376,WEA 3 / 48100,Wind,Meyenburg,Meyenburg,12/27/2002,Hochspannung,0.6,0.3,1576.8,1289,,2947.271516863423
SEE908747707285,CEE Windpark Wölsickendorf GmbH & Co.KG WEA 02,Wind,Falkenberg,Falkenberg,12/31/2019,Hochspannung,4.2,0.3,11037.6,3284,TS Dannenberg Bodenseichen,3820.4606117343733
SEE991768751139,CEE Windpark Wölsickendorf GmbH & Co.KG WEA 01,Wind,Falkenberg,Falkenberg,1/18/2020,Hochspannung,4.2,0.3,11037.6,3284,TS Dannenberg Bodenseichen,4209.501634654666
SEE954608652348,CEE  Windpark Wölsickendorf GmbH & Co. KG WEA 03,Wind,Falkenberg,Falkenberg,1/30/2020,Hochspannung,4.2,0.3,11037.6,3284,TS Dannenberg Bodenseichen,3399.021301502702
SEE957882492013,CEE Windpark Vormark WEA 1,Wind,Heiligengrabe,Groß Pankow,3/30/2017,Hochspannung,3.45,0.3,9066.6,2162,,1246.2572377372255
SEE997804412248,WEA 03,Wind,Prenzlau,Prenzlau,3/8/2018,Hochspannung,3.45,0.3,9066.6,1111,Bandelow Dorf I,2274.7262466863
SEE973024157503,Photovoltaikkraftwerk Groß Dölln 1 GmbH & Co. KG,Solare Strahlungsenergie,Templin,Templin,8/7/2012,Hochspannung,12.6,0.12,13245.119999999999,2858,,629.3904918640046
SEE917243352219,Photovoltaikkraftwerk Groß Dölln 7 GmbH & Co. KG,Solare Strahlungsenergie,Zehdenick,Templin,8/29/2012,Hochspannung,10.8,0.12,11352.96,2858,,629.3904918640046
SEE979681487137,Photovoltaikkraftwerk Groß Dölln 8 GmbH & Co. KG,Solare Strahlungsenergie,Zehdenick,Templin,8/28/2012,Hochspannung,10.8,0.12,11352.96,2858,,629.3904918640046
SEE946774523102,Photovoltaikkraftwerk Alt Daber 1 GmbH & Co. KG,Solare Strahlungsenergie,Wittstock/Dosse,Wittstock,10/5/2011,Hochspannung,4.8,0.12,5045.76,2048,,3357.7393139679957
SEE942998276824,Photovoltaikkraftwerk Alt Daber 3 GmbH & Co. KG,Solare Strahlungsenergie,Wittstock/Dosse,Wittstock,8/26/2011,Hochspannung,6.4,0.12,6727.679999999999,2048,,3357.7393139679957
SEE934494545610,Photovoltaikkraftwerk Alt Daber 4 GmbH & Co. KG,Solare Strahlungsenergie,Wittstock/Dosse,Wittstock,8/27/2011,Hochspannung,4.8,0.12,5045.76,2048,,3357.7393139679957
SEE934371412233,Photovoltaikkraftwerk Alt Daber 5 GmbH & Co. KG,Solare Strahlungsenergie,Wittstock/Dosse,Wittstock,8/27/2011,Hochspannung,4.8,0.12,5045.76,2048,,3357.7393139679957
SEE965515116687,WEA 11,Wind,Prenzlau,Prenzlau,12/5/2017,Hochspannung,3.45,0.3,9066.6,1111,Bandelow Dorf I,2616.8559961726114
SEE955462659801,WEA 09 - 202885,Wind,Sallgast,Göllnitz,12/13/2013,Hochspannung,3.075,0.3,8081.099999999999,2442,,1467.3096472387247
SEE939435215355,WEA 12,Wind,Prenzlau,Prenzlau,12/14/2017,Hochspannung,3.45,0.3,9066.6,1111,Bandelow Dorf I,2890.045339558432
SEE906728552657,WEA 08,Wind,Prenzlau,Prenzlau,12/28/2017,Hochspannung,3.45,0.3,9066.6,1111,Bandelow Dorf I,2582.2365473565233
SEE948871690534,WEA 15,Wind,Prenzlau,Prenzlau,11/24/2017,Hochspannung,3.45,0.3,9066.6,1111,Bandelow Dorf I,3366.628721096997
SEE928602328066,WEA 44011,Wind,Märkische Heide,Märkische Heide,2/7/2012,Hochspannung,2.0,0.3,5256.0,3141,,3130.4653293522015
SEE962826340725,WEA 01,Wind,Cottbus,Cottbus,12/31/2004,Hochspannung,2.0,0.3,5256.0,1449,Cottbus/Nord,214.20703656859703
SEE924174841729,CEE Windpark Vormark WEA 2,Wind,Heiligengrabe,Groß Pankow,3/24/2017,Hochspannung,3.45,0.3,9066.6,3417,,878.049402278415
SEE922077100103,CEE Windpark Vormark WEA 3,Wind,Heiligengrabe,Groß Pankow,3/24/2017,Hochspannung,3.45,0.3,9066.6,3417,,1082.897672011278
SEE922235577419,WEA 44027,Wind,Märkische Heide,Märkische Heide,4/20/2012,Hochspannung,2.0,0.3,5256.0,1716,,888.5976451676323
SEE960593022271,CEE Windpark Vormark WEA 4,Wind,Heiligengrabe,Groß Pankow,3/22/2017,Hochspannung,3.45,0.3,9066.6,3417,,647.4396110241503
SEE962271628874,AVIA Windpark III GmbH & Co. KG WEA 01,Wind,Doberlug-Kirchhain,Doberlug-Kirchhain,11/3/2014,Hochspannung,2.0,0.3,5256.0,1126,,1504.511779538474
SEE945070824036,AVIA Windpark III GmbH & Co. KG WEA 02,Wind,Doberlug-Kirchhain,Doberlug-Kirchhain,11/11/2014,Hochspannung,2.0,0.3,5256.0,1126,,1504.511779538474
SEE935818412489,WEA 44065,Wind,Märkische Heide,Märkische Heide,12/27/2011,Hochspannung,2.0,0.3,5256.0,3141,,2594.6439299002427
SEE963921215017,WEA 44066,Wind,Märkische Heide,Märkische Heide,12/27/2011,Hochspannung,2.0,0.3,5256.0,1896,,2878.7641324406136
SEE948679080308,WEA 44067,Wind,Märkische Heide,Märkische Heide,12/30/2011,Hochspannung,2.0,0.3,5256.0,1906,,3380.552913921808
SEE994292017221,WEA 44068,Wind,Märkische Heide,Märkische Heide,12/30/2011,Hochspannung,2.0,0.3,5256.0,1906,,3396.0912232915307
SEE954580861813,WEA 44069,Wind,Märkische Heide,Märkische Heide,12/29/2011,Hochspannung,2.0,0.3,5256.0,1896,,3131.5660826468043
SEE910996936538,WEA 44070,Wind,Märkische Heide,Märkische Heide,1/4/2012,Hochspannung,2.0,0.3,5256.0,3141,,2874.4783961986623
SEE993846276503,WEA 44071,Wind,Märkische Heide,Märkische Heide,2/17/2012,Hochspannung,2.0,0.3,5256.0,1896,,2079.4862846097285
SEE900673487774,WEA 44072,Wind,Märkische Heide,Märkische Heide,12/23/2011,Hochspannung,2.0,0.3,5256.0,1896,,2536.2788298603973
SEE920603747563,WEA 44073,Wind,Märkische Heide,Märkische Heide,12/31/2011,Hochspannung,2.0,0.3,5256.0,1896,,2671.9508927859833
SEE923300618402,WEA 44074,Wind,Märkische Heide,Märkische Heide,1/27/2012,Hochspannung,2.0,0.3,5256.0,1583,,4251.088599346398
SEE995642211719,WEA 44075,Wind,Märkische Heide,Märkische Heide,2/8/2012,Hochspannung,2.0,0.3,5256.0,1906,,3254.80943258255
SEE967034791659,WEA 44076,Wind,Märkische Heide,Märkische Heide,1/17/2012,Hochspannung,2.0,0.3,5256.0,1583,,4108.208506847696
SEE960989715879,WEA 44077,Wind,Märkische Heide,Märkische Heide,1/11/2012,Hochspannung,2.0,0.3,5256.0,1583,,4375.368876462904
SEE950953341739,WEA 44286,Wind,Märkische Heide,Märkische Heide,3/30/2012,Hochspannung,2.0,0.3,5256.0,1716,,2003.3923202942697
SEE919635817139,WEA 1 / 80930,Wind,Hohenselchow-Groß Pinnow,Hohenselchow-Groß Pinnow,3/31/2009,Höchstspannung,2.0,0.3,5256.0,2861,Umspannwerk Woltersdorf,122.82590083441525
SEE909149311575,WEA 02,Wind,Cottbus,Cottbus,12/31/2005,Hochspannung,2.0,0.3,5256.0,1449,Cottbus/Nord,229.9365845791033
SEE937251490390,WEA 03,Wind,Cottbus,Cottbus,1/6/2006,Hochspannung,2.0,0.3,5256.0,1420,Cottbus/Halde,483.50088688917464
SEE954057928445,WEA 04,Wind,Cottbus,Cottbus,9/4/2006,Hochspannung,2.0,0.3,5256.0,1449,Cottbus/Nord,1102.010861145769
SEE939887373290,WEA 05,Wind,Cottbus,Cottbus,9/4/2006,Hochspannung,2.0,0.3,5256.0,1449,Cottbus/Nord,1416.447776665504
SEE950647294372,WEA 06,Wind,Cottbus,Cottbus,9/14/2006,Hochspannung,2.0,0.3,5256.0,1420,Cottbus/Halde,133.2723761342729
SEE981202174495,W 6,Wind,Angermünde,Angermünde,4/22/2021,Hochspannung,4.2,0.3,11037.6,2930,TS Görlsdorf WW,2123.8832418795764
SEE987495987002,WEA 1 / 826068,Wind,Temnitztal,Wildberg,12/5/2014,Hochspannung,2.3,0.3,6044.4,2171,,5952.131819258558
SEE927583157849,WEA 2 / 826069,Wind,Temnitztal,Wildberg,11/27/2014,Hochspannung,2.3,0.3,6044.4,2171,,5641.593565049817
SEE999328619189,WEA 3 / 826070,Wind,Temnitztal,Wildberg,12/3/2014,Hochspannung,2.3,0.3,6044.4,2171,,5280.863383923632
SEE961753449372,WEA 5 / 826072,Wind,Temnitztal,Wildberg,12/17/2014,Hochspannung,2.3,0.3,6044.4,2171,,5223.974109237626
SEE971289933689,WEA 1 / 83274,Wind,Märkisch Linden,Kränzlin,9/8/2014,Hochspannung,2.5,0.3,6570.0,1818,Kränzlin,512.223641360007
SEE970148564620,WEA 2 / 83275,Wind,Dabergotz,Märkisch Linden,9/8/2014,Hochspannung,2.5,0.3,6570.0,1818,Kränzlin,744.3567700388583
SEE924058838081,WEA 3 / 83276,Wind,Dabergotz,Märkisch Linden,9/9/2014,Hochspannung,2.5,0.3,6570.0,1818,Kränzlin,1168.4089521969747
SEE941070366682,WEA2 - ENO126004,Wind,Falkenberg/Elster,Kölsa,3/31/2017,Hochspannung,3.5,0.3,9198.0,2497,,1785.7623124849301
SEE904190413209,Photovoltaikkraftwerk Alt Daber 6 GmbH & Co. KG,Solare Strahlungsenergie,Wittstock/Dosse,Wittstock,8/26/2011,Hochspannung,6.4,0.12,6727.679999999999,2048,,3357.7393139679957
SEE990953621486,WEA3 - ENO126003,Wind,Falkenberg/Elster,Kölsa,3/31/2017,Hochspannung,3.5,0.3,9198.0,2495,,1416.924235715503
SEE981134504247,Photovoltaikkraftwerk Alt Daber 7 GmbH & Co. KG Teil 1,Solare Strahlungsenergie,Wittstock/Dosse,Wittstock,8/27/2011,Hochspannung,3.2,0.12,3363.8399999999997,2048,,3357.7393139679957
SEE962844117071,Photovoltaikkraftwerk Alt Daber 8 GmbH & Co. KG,Solare Strahlungsenergie,Wittstock/Dosse,Wittstock,11/17/2011,Hochspannung,6.4,0.12,6727.679999999999,2048,,3357.7393139679957
SEE974904240025,Photovoltaikkraftwerk Alt Daber 9 GmbH & Co. KG,Solare Strahlungsenergie,Wittstock/Dosse,Wittstock,10/5/2011,Hochspannung,6.4,0.12,6727.679999999999,2048,,3357.7393139679957
SEE946284263703,Photovoltaikkraftwerk Alt Daber 10 GmbH & Co. KG,Solare Strahlungsenergie,Wittstock/Dosse,Wittstock,11/17/2011,Hochspannung,4.8,0.12,5045.76,2048,,3357.7393139679957
SEE973013465466,WEA4 - ENO126005,Wind,Falkenberg/Elster,Kölsa,4/27/2017,Hochspannung,3.5,0.3,9198.0,2495,,1861.8176687277494
SEE910318122724,Buc 01,Wind,Doberlug-Kirchhain,Doberlug-Kirchhain,11/3/2014,Hochspannung,2.5,0.3,6570.0,3247,,2949.701762901353
SEE998890151592,Buc 02,Wind,Doberlug-Kirchhain,Doberlug-Kirchhain,11/6/2014,Hochspannung,2.5,0.3,6570.0,3247,,2901.6629693691757
SEE943666000031,Buc 03,Wind,Doberlug-Kirchhain,Doberlug-Kirchhain,11/7/2014,Hochspannung,2.5,0.3,6570.0,3247,,2825.9347206963803
SEE910607567182,Buc 05,Wind,Doberlug-Kirchhain,Doberlug-Kirchhain,11/11/2014,Hochspannung,2.5,0.3,6570.0,3247,,2479.8774396584504
SEE974389649184,Buc 04,Wind,Doberlug-Kirchhain,Doberlug-Kirchhain,11/27/2014,Hochspannung,2.5,0.3,6570.0,3247,,2610.5786370526444
SEE911962807487,Buc 07,Wind,Doberlug-Kirchhain,Doberlug-Kirchhain,11/27/2014,Hochspannung,2.5,0.3,6570.0,3247,,2243.78163855948
SEE956521829722,Buc 10,Wind,Doberlug-Kirchhain,Doberlug-Kirchhain,12/9/2014,Hochspannung,2.5,0.3,6570.0,3247,,1511.7181842116743
SEE989243051362,Buc 11,Wind,Doberlug-Kirchhain,Doberlug-Kirchhain,12/9/2014,Hochspannung,2.5,0.3,6570.0,3247,,1473.3371994886988
SEE962387135037,Buc 06,Wind,Schlieben,Schlieben,9/5/2016,Hochspannung,2.5,0.3,6570.0,3247,,2420.2241380686755
SEE946665568977,Buc 09,Wind,Schlieben,Schlieben,9/8/2016,Hochspannung,2.5,0.3,6570.0,3247,,2034.7801565041595
SEE923216601925,Buc 17,Wind,Schlieben,Schlieben,8/25/2016,Hochspannung,2.5,0.3,6570.0,3247,,2128.3556030081704
SEE917599256407,Buc 14,Wind,Schlieben,Schlieben,9/14/2016,Hochspannung,2.5,0.3,6570.0,357,,1973.8216127385367
SEE953760277871,Buc 12,Wind,Doberlug-Kirchhain,Doberlug-Kirchhain,8/11/2016,Hochspannung,2.5,0.3,6570.0,3247,,500.76482461193234
SEE923226758244,WEA 10 - 202886,Wind,Sallgast,Göllnitz,1/28/2014,Hochspannung,3.075,0.3,8081.099999999999,2442,,1694.5171742334903
SEE901220244536,WEA 01 - 202888,Wind,Sallgast,Göllnitz,3/21/2014,Hochspannung,3.075,0.3,8081.099999999999,2442,,2167.3933093050873
SEE959728200103,WEA 11 - 202887,Wind,Sallgast,Göllnitz,3/13/2014,Hochspannung,3.075,0.3,8081.099999999999,2442,,2062.1315427689406
SEE989002071303,Möthlitz 41300,Wind,Milower Land,Milower Land,5/11/2012,Hochspannung,2.0,0.3,5256.0,1868,Möthlitz,434.9046953700433
SEE976135649417,Möthlitz 41301,Wind,Milower Land,Milower Land,5/11/2012,Hochspannung,2.0,0.3,5256.0,1868,Möthlitz,697.8810101605862
SEE971817358991,Möthlitz 41302,Wind,Milower Land,Milower Land,5/11/2012,Hochspannung,2.0,0.3,5256.0,1868,Möthlitz,697.3898616169546
SEE903524505733,Möthlitz 41303,Wind,Milower Land,Milower Land,5/12/2012,Hochspannung,2.0,0.3,5256.0,1868,Möthlitz,1004.17306289767
SEE999097965845,Möthlitz 41304,Wind,Milower Land,Milower Land,5/11/2012,Hochspannung,2.0,0.3,5256.0,1868,Möthlitz,1197.1283096473867
SEE960343990652,V220001,Wind,Falkenberg/Elster,Rehfeld,12/28/2017,Hochspannung,3.45,0.3,9066.6,2497,,699.8001893636246
SEE981932316035,V220002,Wind,Falkenberg/Elster,Kölsa,2/5/2018,Hochspannung,3.45,0.3,9066.6,2497,,1113.2846115191146
SEE942112278789,Neuhardenberg 2,Solare Strahlungsenergie,Neuhardenberg,Neuhardenberg,9/29/2012,Hochspannung,8.82,0.12,9271.583999999999,3425,UW Wuschewier,4537.6160381873015
SEE967528445327,KGE SS1 216722,Wind,Schipkau,Schipkau,5/31/2017,Hochspannung,3.3,0.3,8672.4,2536,,2394.4350160086788
SEE939381530861,Neuhardenberg 1,Solare Strahlungsenergie,Neuhardenberg,Neuhardenberg,9/29/2012,Hochspannung,6.3,0.12,6622.5599999999995,3425,UW Wuschewier,4123.714763971445
SEE929104551167,eno114022,Wind,Göritz,Göritz,11/19/2018,Hochspannung,4.0,0.3,10512.0,2663,Uckerthal,1563.6793992590876
SEE943016122680,eno126018,Wind,Göritz,Göritz,12/6/2018,Hochspannung,4.0,0.3,10512.0,2663,Uckerthal,1501.9747641614636
SEE924112676680,eno126019,Wind,Göritz,Göritz,12/19/2018,Hochspannung,4.0,0.3,10512.0,2663,Uckerthal,1409.6857624671277
SEE931832726182,WEA E3,Wind,Uebigau-Wahrenbrück,Uebigau,9/30/2014,Hochspannung,3.075,0.3,8081.099999999999,2961,,3208.6934634705167
SEE903155670022,WEA E2,Wind,Uebigau-Wahrenbrück,Uebigau,10/1/2014,Hochspannung,3.075,0.3,8081.099999999999,2961,,3429.6084679212045
SEE922457372687,WEA E4,Wind,Uebigau-Wahrenbrück,Uebigau,9/23/2016,Hochspannung,3.45,0.3,9066.6,2961,,3505.4528212216296
SEE977020991857,WEA01-83157,Wind,Jamlitz,Jamlitz,9/24/2014,Hochspannung,2.4,0.3,6307.2,2370,,3192.4035529863586
SEE953243672285,WEA E1,Wind,Uebigau-Wahrenbrück,Uebigau,2/20/2017,Hochspannung,3.45,0.3,9066.6,2961,,3225.453879198294
SEE901937888528,1151051,Wind,Steinreich,Steinreich,6/28/2018,Hochspannung,3.0,0.3,7884.0,3446,,3198.006578652253
SEE967713007873,1151052,Wind,Steinreich,Steinreich,6/20/2018,Hochspannung,3.0,0.3,7884.0,3446,,2621.7937396223842
SEE939239872143,1151053,Wind,Steinreich,Steinreich,6/14/2018,Hochspannung,3.0,0.3,7884.0,3446,,2654.5989248567626
SEE946819587946,1151101,Wind,Werneuchen,Werneuchen,9/20/2018,Hochspannung,3.0,0.3,7884.0,2331,Elisenau,159.51259930284553
SEE982093248500,1151099,Wind,Werneuchen,Werneuchen,8/31/2018,Hochspannung,3.0,0.3,7884.0,2331,Elisenau,602.5793675440325
SEE995337602747,1151100,Wind,Werneuchen,Werneuchen,9/11/2018,Hochspannung,3.0,0.3,7884.0,2331,Elisenau,336.9861495737153
SEE939491860308,S012 (Serien-Nr. 28140160),Wind,Dahme/Mark,Dahme,1/26/2016,Hochspannung,2.53,0.3,6648.839999999999,3489,,1488.112381074906
SEE988645125688,"WEA 1, Seriennummer 824537",Wind,Jüterbog,Jüterbog,12/21/2012,Höchstspannung,2.3,0.3,6044.4,86,KPS Heidehof,1808.7877949250224
SEE932700659489,"WEA 2, Seriennummer 824538",Wind,Jüterbog,Jüterbog,12/6/2012,Höchstspannung,2.3,0.3,6044.4,86,KPS Heidehof,1577.9116728137317
SEE956779354137,"WEA 3, Seriennummer 824539",Wind,Jüterbog,Jüterbog,11/28/2012,Höchstspannung,2.3,0.3,6044.4,86,KPS Heidehof,1361.646646692594
SEE978756434366,"WEA 4, Seriennummer 824540",Wind,Jüterbog,Jüterbog,11/21/2012,Höchstspannung,2.3,0.3,6044.4,86,KPS Heidehof,1106.7273273020676
SEE929961924470,"WEA 5, Seriennummer 824541",Wind,Jüterbog,Jüterbog,11/19/2012,Höchstspannung,2.3,0.3,6044.4,86,KPS Heidehof,888.7161426842492
SEE903245881642,"WEA 6, Seriennummer 824542",Wind,Jüterbog,Jüterbog,11/5/2012,Höchstspannung,2.3,0.3,6044.4,86,KPS Heidehof,679.7031295804617
SEE915099713819,"WEA 7, Seriennummer 824551",Wind,Jüterbog,Jüterbog,12/21/2012,Höchstspannung,2.3,0.3,6044.4,86,KPS Heidehof,2152.772288725429
SEE989345672267,"WEA 8, Seriennummer 824552",Wind,Jüterbog,Jüterbog,12/17/2012,Höchstspannung,2.3,0.3,6044.4,86,KPS Heidehof,2029.0264944010087
SEE940248107935,S014 (Serien-Nr. 28140158),Wind,Dahme/Mark,Dahme,2/5/2016,Hochspannung,2.53,0.3,6648.839999999999,3491,,1652.987892816982
SEE945573833849,S04 (Serien-Nr. 28140162),Wind,Dahme/Mark,Dahme,2/6/2016,Hochspannung,2.53,0.3,6648.839999999999,1435,Charlottenfelde,1485.738906128792
SEE962661935261,KGE SS1 216723,Wind,Schipkau,Schipkau,5/18/2017,Hochspannung,3.3,0.3,8672.4,2536,,2258.10504636346
SEE951637261626,KGE SS1 216724,Wind,Schipkau,Schipkau,5/18/2017,Hochspannung,3.3,0.3,8672.4,2536,,2704.403617486275
SEE949383428271,KGE SS1 216725,Wind,Schipkau,Schipkau,5/31/2017,Hochspannung,3.3,0.3,8672.4,2536,,1733.5286933460352
SEE944056810667,KGE SS1 216726,Wind,Schipkau,Schipkau,6/13/2017,Hochspannung,3.3,0.3,8672.4,2536,,2180.4575734625214
SEE943718276971,LHI GII1 PV Neuhardenberg 2054 GmbH & Co. KG,Solare Strahlungsenergie,Neuhardenberg,Neuhardenberg,9/30/2012,Hochspannung,18.0,0.12,18921.6,3425,UW Wuschewier,4223.676737458862
SEE940350130340,WEA LR 01,Wind,Mühlberg/Elbe,Brottewitz,12/21/2019,Hochspannung,3.45,0.3,9066.6,1997,,1388.1557259976516
SEE936912022505,WEA LR 02,Wind,Mühlberg/Elbe,Brottewitz,12/12/2019,Hochspannung,3.45,0.3,9066.6,1997,,1663.3924446102021
SEE990677951869,WEA 6 / 48034,Wind,Marienfließ,Marienfließ,12/13/2001,Hochspannung,0.6,0.3,1576.8,1290,,5162.592633114792
SEE922442351703,Klettwitz 26414,Wind,Schipkau,Klettwitz,2/20/2007,Hochspannung,2.0,0.3,5256.0,1633,Umspannwerk Kostebrau,2548.6228592760513
SEE938375916216,WEA 1 / 48099,Wind,Marienfließ,Marienfließ,12/20/2002,Hochspannung,0.6,0.3,1576.8,1289,,3365.5737677823276
SEE921225855568,WEA 1 / 22954,Wind,Gumtow,Schrepkow,11/11/2005,Hochspannung,0.85,0.3,2233.7999999999997,2145,,1922.275212896089
SEE950924655926,WEA 4 / 22952,Wind,Gumtow,Schrepkow,11/11/2005,Hochspannung,0.85,0.3,2233.7999999999997,2145,,2457.87009583176
SEE901051734930,WEA 1 / 531294,Wind,Gumtow,Schrepkow,11/30/2011,Hochspannung,0.8,0.3,2102.4,2075,Schrepkow Nord,2203.69871221519
SEE929148675119,WEA 2 / 531295,Wind,Gumtow,Schrepkow,12/2/2011,Hochspannung,0.8,0.3,2102.4,2146,,2047.7696761567738
SEE922758379200,WEA 3 / 531296,Wind,Gumtow,Schrepkow,11/24/2011,Hochspannung,0.8,0.3,2102.4,2145,,2317.867821902353
SEE931877077652,WEA 5 / 531298,Wind,Gumtow,Schrepkow,11/25/2011,Hochspannung,0.8,0.3,2102.4,2075,Schrepkow Nord,1928.169592034737
SEE958855622185,WEA 6 / 531299,Wind,Gumtow,Schrepkow,11/29/2011,Hochspannung,0.8,0.3,2102.4,2075,Schrepkow Nord,1909.3520748091455
